overview,tags1,tags2,tags3,tags4
"Gizemli bir seri katil, Şükran Günü’nden ilham alarak bu özel günün ortaya çıktığı ve kutlamaların başladığı yer olan Plymouth’un Massachusetts kasabasında cinayetlere başlar ve terör estirmeye başlar. Merkez mahalle sakinleri tek tek öldürülmektedir. Bu özel günde kendilerini büyük bir kâbusun içinde bulan insanlar, seri katili ortaya çıkarıp tatilden sağ kurtulmayı başaracak mıdırlar yoksa onun çarpık tatil ve ziyafet masasına konuk mu olacaktırlar",Korku, Gizem, Gerilim,
"Kız kardeşi ve kendisi için daha iyi bir hayata başlamak isteyen Rocky, sevgilisi Money ve arkadaşı Alex ile zengin bir kör adamın sahip olduğu evin soygununa katılmayı kabul eder. Fakat kör adamın göründüğü gibi birisi olmadığını fark ettiklerinde adamın yeni kurbanları olmadan önce evden kaçmanın bir yolunu bulmak zorundadırlar", Korku, Gerilim,,
"Genç çift Nora ve Alec uzun bir yolculuktan dönmektedir. Bir çöl kasabasında mola vermek isterler, ancak ertesi sabah uyandıklarında, aslında giriş yaptıkları motelde değildirler. Gece boyunca, hayvan maskeleri takan bir grup çılgın katil tarafından kaçırılmışlardır. İnsanlar kesilecek sığırlar gibi muamele görürse ne olur? Çiftlikte bu korkunç fikir gerçeğe dönüşür. Nora ve Alec'in çok geçmeden öğrendiği gibi, kafeslere kapatılan, şişmanlatılan ve sadece işkencecileri tarafından kesilmek, bağırsakları deşilmek ve lezzetli bir yemek olarak yenmek üzere beslenenler sadece onlar değildir. Genç çift için çıplak bir hayatta kalma mücadelesi başlar", Korku,,,
"1978 yılı Cadılar Bayramı’nda dört masum genci öldüren Michael Myers ile ilgili araştırma yapan bir grup araştırmacı Myers’ı hapishanede ziyaret ederler. Bu sırada herkes yaklaşmakta olan Cadılar Bayramı hazırlıkları içerisindedir. Cadılar Bayramı’nın gelmesini bekleyen biri daha vardır; Laurie Strode. Laurie, 40 yıl önce bir Cadılar Bayramı gecesi kendisini öldürmeye çalışan maskeli katil Michael Myers ile yüzleşmek istemektedir. Laurie, Myers’la yüzleşebilmek ve intikamını alabilmek için onun hapishaneden kaçmasını beklemektedir ve hayali gerçekleşir. Myers’ın da içinde bulunduğu hapishane nakil aracı kaza yapar ve Michael Myers kaçmayı başarır. Maskeli katilin kendisinin peşine düşeceğini bilen Laurie büyük karşılaşma için tüm hazırlıklarını yapmıştır", Korku, Gerilim,,
"Uyuşturucu imparatorluğunu kaybeden Ferry Bouman, Brabant'ın yeraltı dünyasından uzakta huzura kavuşmuştur. Ta ki geçmişiyle yeniden yüzleşmek zorunda kalana kadar", Suç, Gerilim, Aksiyon,
"Armored truck security guard James Brody is working with his son Casey transporting millions of dollars between banks when a team of thieves led by Rook orchestrate a takeover of their truck to seize the riches. Following a violent car chase, Rook soon has the armored truck surrounded and James and Casey find themselves cornered onto a decrepit bridge", Suç, Gerilim, Aksiyon,
"Gerçek bir olaya dayanan filmde sıradan bir Kore-Gimpo iç hat uçuşu yolculardan birinin, Yong-dae'nin(Yeo Jin-goo), bombayla uçağı kaçırmasıyla talihsiz bir yola girer. Uçak korsanı, uçağın Kuzey Kore'ye, erkek kardeşinin yaşadığı yere götürülmesini ister. Kaptan (Sung Dong-il)ilk patlamada görme yeteneğini kaybetmiştir, yardımcı pilot Tae-in kaptan koltuğuna geçer ve hem yolcuların hem de kabin görevlisi Ok-soon'un (Chae Soo-bin)hayatını kurtarmak için mücadele verir", Suç, Gerilim, Aksiyon,
"Hikâye, ölümcül bir hastalık teşhisi konulan suikastçı Joe Flood’un, kendisine yönelik bir suikast düzenlemeye karar vermesiyle başlar. Ancak daha sonra yanlış teşhis edildiğini öğrenir ve kiraladığı suikastçılar tarafından hedef alınır. Joe, eski sevgilisi Macy’yi korumak ve hayatta kalmak için eski meslektaşlarına karşı savaşmak zorunda kalır. Birlikte Avrupa’yı dolaşarak kaçmaya çalışırlar", Aksiyon, Komedi, Suç,
"Batman, Teğmen Jim Gordon ve Bölge Savcısı Harvey Dent’in yardımlarıyla, şehir sokaklarını sarmış olan suç örgütlerinden geriye kalanları temizlemeye girişir. Bu ortaklığın etkili olduğu açıktır, ama ekip kısa süre sonra kendilerini, Joker olarak bilinen ve Gotham şehri sakinlerini daha önce de dehşete boğmuş olan suç dehasının yarattığı karmaşanın ortasında bulurlar", Dram, Aksiyon, Suç, Gerilim
"Her zaman ezilenlerin yanında olup adaleti aramakta teselli bulan Robert McCall bir hükümet suikastçısı olarak hayatından vazgeçtiğinden beri, geçmişte yaptığı korkunç şeyler yüzünden kendini affetmek için mücadele ediyor. McCall, Güney İtalya'da bir şekilde kendini evinde bulup, yeni arkadaşlarının yerel mafyaların kontrolü altında olduğunu fark eder. Olaylar ölümcül bir hal alırken McCall arkadaşlarının koruyucusu olup mafyayı alt etmesi gerektiğini biliyor", Aksiyon, Gerilim, Suç,
"1970'lerde Kunchon'da, aralarında Jin-sook'un erkek kardeşi ve Hammer'ın da bulunduğu iki yakın arkadaş Choon-ja ve Jin-sook da dahil olmak üzere ekipmansız dalabilen kadın dalgıçlar vardı. Yaşamak için her zaman su altında deniz ürünleri toplarlardı. Ancak, sahile yakın yerlerde daha az fabrika inşa edilmeye başlandıkça, kadın dalgıçlar geçimlerini sağlamak için yaptıkları işle ilgili sorun yaşamaya başladılar. Başka çareleri kalmayan gemi mürettebatı, geçimlerini sağlamak için suda kaçakçılık işine girmeye karar verdi. Ancak köylerindeki kaçakçılık işi Jin-sook'un ailesinin başa çıkamayacağı kadar büyüdü ve huzurlu köy yavaş yavaş bozuldu",Suç, Aksiyon,,
"Emekliye ayrılmış olan John Wick can yoldaşı köpeğiyle sakin bir hayat sürmektedir. Ancak başına gelen kimi olaylar onu bir kez daha suç dünyasına iter. Bu kez bu uğurda Roma sokaklarını arşınlaması gerekecektir", Aksiyon, Gerilim, Suç,
"Çocuğunuzu korumak için neler yaparsınız? Keller Dover her anne babanın en kötü kabusuyla karşı karşıya. Altı yaşındaki kızı Anna arkadaşı Joy ile kaybolmuştur. Dakikalar saatlere döndükçe, panik gittikçe artar. Tek ipucu sokaklarına çok önce park etmiş döküntü bir karavandır. Soruşturmayı yöneten Detektif Loki arabanın sürücüsü Alex Jones’u tutuklar. Ama kanıt yetersizliği nedeniyle şüpheliyi salmak zorunda kalır. Çocuğunun hayatının tehlikede olduğunu bilen çıldırmış Dover durumu kendi ellerine almaktan başka bir seçeneği olmadığını fark eder. Çaresiz baba kızları bulmak için her şeyi yapacaktır. Ama bunları yaparken kendini kaybedebilir ve şu soruyla boğuşabilir: Adaleti aramakla suçlu olmak arasındaki sınırı ne zaman geçersin", Dram, Gerilim, Suç,
"Merkez Bankası her gün 120 milyon dolar nakit parayı dolaşımdan alıp imha etmektedir. Şehrin en başarılı silahlı soygun çetesi de Los Angeles'ın ünlü bankasının günlük olarak imha ettiği bu paraları almak için imkansız bir soygun planına girişir. Ancak farklı yeteneklerle donanmış olan bu elit ekibin işi planladıklarından daha zor olacaktır. Zira Los Angeles Şerif Bürosu'nun deneyimli ve cesur elemanları, hırsız çetesinin tam karşısında durmaktadır",Aksiyon, Suç, Gerilim,
"Dedektif Ma Seok-do, Kore'ye iğrenç suçlar işlemek için giren Japon gangsterlerin kökünü kazımak için Geumcheon Polis Karakolu'ndaki bağlılığını Büyükşehir Soruşturma Ekibi'ne değiştirir", Aksiyon, Suç, Komedi, Gerilim
"Bir seri katilin saldırısından zar zor kurtulan suç patronu Jang Dong-su, sadist katili bulmak için dedektif Jung Tae-seok ile alışılmadık bir ortaklık kurar", Suç, Aksiyon, Gerilim,
"Hem Martin Scorsese’nin hem de Robert De Niro’nun filmografilerindeki belki de bu en çarpıcı filmde, 70’lerin Manhattan gecelerinde taksicilik yapan Vietnam gazisi Travis’le birlikte sokaklardayız.Hikaye boyunca etrafındaki hayatla ve yolunun kesişeceği toplumun pisliğiyle (bir çocuk fahişe, güzel bir sarışın, başkan adayı bir senatör, gözü dönmüş bir kadın satıcısı) bir türlü iletişim kuramayacak olan Travis, en nihayetinde ipleri eline alacaktır. Üstelik gündüzleri izlemeye gittiği belden aşağı filmlerdeki vahşi bir stilde...Sadece eşsiz senaryosu ve oyunculuklarıyla değil, sıradışı sinematografisiyle de tüm zamanların en etkili filmlerinden biri", Suç, Dram,,
"Danny Ocean'ın kız kardeşi Debbie, 5 yıl süren bir hapis döneminden sonra yine akıllanmaz ve eski ihtişamlı günlerine geri dönmeyi ister. New York City'de düzenlenecek olan MET Ball gala gecesinde Daphne Kluger'a, Cartier tarafından ödünç verilmiş 150 milyon dolarlık gerdanlığını çalmayı planlar ve bunun için de Lou, Rose Weil, Nine Ball, Tammy, Amita ve Constance ile tamamı kadınlardan oluşan bir ekip kurar",Suç, Komedi, Aksiyon,
"Tanınmış polisiye yazarı Harlan Thrombey 85. doğum günü partisinden hemen sonra malikanesinde ölü bulunduğunda meraklı ve neşeli bir dedektif olan Benoit Blanc, cinayeti çözmesi için gizemli biri tarafından işe alınır. Blanc, Harlan'ın ilişkileri kopuk ailesinden sadık personeline kadar Harlan'ın zamansız ölümünün ardındaki gerçeği ortaya çıkarmak için anlamsız kandırmacalar ve yalanlardan oluşan bir yılan hikâyesini çözmeye çalışacaktır", Komedi, Suç, Gizem,
"Gözünü yükseklere diken profesyonel bir hırsız ve uzman ekibi, 12.000 metre yükseklikte seyreden bir uçaktaki kasadan 500 milyon dolar değerindeki altını çalmaya kalkışır", Aksiyon, Komedi, Suç,
"Film, J. Daniel Atlas isimli son derece karizmatik ve etkileyici bir illüzyonistin liderliğini yaptığı, dünyanın en iyi sihirbazlarından oluşan “Four Horsemen (Atlılar Çetesi)” ekibinin başından geçenleri konu alıyor. Ekip üstün sihir marifetlerini sadece sahne gösterileri için değil, soygun yaptıkları bankaların sistemlerine erişmek için de kullanırlar. Bu adamlar izleyicileri önce başka bir kıtadaki bir bankayı soyarak, daha sonra beyaz yakalı bir suçlunun bankadaki milyon dolarlarını izleyicilerin banka hesaplarına aktararak şaşırtırlar. Bunun üzerine onları durdurmaya kararlı olan FBI ajanı Dylan Rhodes ve Interpol ajanı Alma Dray birlikte bu çetenin peşine düşerler", Gerilim, Suç,,
"Bir grup sıradan insanın beklenmedik bir şekilde suçla mücadeleye girişmesini konu alır. Hikâye, şehirdeki artan suç oranları ve yetersiz polis gücü karşısında, çeşitli mesleklerden gelen bir grup insanın bir araya gelmesiyle başlar. Ana karakterimiz, işinden memnun olmayan bir temizlikçi olan Jack'tir. Bir gün, yanlışlıkla bir suç olayına tanıklık eder ve bu durum, onun hayatını tamamen değiştirir. Jack, diğer sıradan insanlarla birlikte, kendi yöntemleriyle suçlularla başa çıkmaya karar verir. Bu ekipte, bir eski asker, bir bilgisayar uzmanı, bir hemşire ve bir emekli dedektif yer alır. Her biri, kendi yetenekleriyle ekibe katkıda bulunur. Ekip, şehirdeki suçluları yakalamak için yaratıcı ve eğlenceli yöntemler geliştirirken, aynı zamanda kendi kişisel sorunlarıyla da yüzleşirler", Aksiyon, Suç, Gerilim,
"Baby genç yaşına rağmen oldukça deneyimli bir sürücüdür. Genç görünümü yüzünden Baby lakabını alan adam banka soyguncuları için sürücülük hizmeti vermektedir. Banka soygununun ardından kaçış için sürücülük yapan adamın yolu bir gün bir suç lideri ile kesişir ve onun için çalışmak zorunda kalır. Ancak girdiği bu iş başarısız olmaya mahkum bir soygundur. İşler ters gittiğinde peşine düşen farklı farklı insanlardan kaçmak zorunda kalır", Aksiyon, Suç,,
"Doug ve ekibinin banka soygununda üzerlerine kimse yoktur; hem acımasız hem de dikkatlidirler. Soydukları son bankanın müdiresiyle aynı mahallede oturduklarını öğrendikten sonra kaçınılmaz olan gerçekleşir ve Doug, kadına aşık olur. Claire, onun soyguncu olduğundan şüphelenmezken Doug'ın kardeşi kadar yakın suç ortağı Jem, kuşku içindedir. Doug, iki taraftan birine ihanet etmeden bir seçim yapamayacaktır", Suç, Dram, Gerilim,
"Kazaları, yangınları, cinayetleri ve para getirebilecek hemen her türlü kaos ortamını bularak çekimler yapan bir kamera ekibiyle tanışan Lou, gece muhabirliğinin tehlikeli, belirsiz ve ölümcül yanıyla da karşılaşırken her polis sireninin, her kurbanın, dökülen her kanın paraya dönüştüğünü fark ediyor ve büyük çıkışını yakalamak için yakaladığı hikayeyi ahlak yoksunu, risk dolu ve zekice bir planla yönlendiriyor", Suç, Dram, Gerilim,
"Ajan 47 Uzun yıllar süren bir araştırma sürecinin ürünü olan, üst düzey yeteneklere sahip bir ölüm makinesi, boynunun arkasında yer alan barkod dövmesinin son iki hanesinde yazan numarayla, Ajan 47 olarak tanınmaktadır. Onlarca yıllık araştırmanın sonucu önceki 46 klonun ardından, benzeri görülmemiş bir güç, hız, dayanıklılık ve zekaya sahip olan Ajan 47'nin yeni görevi ise kendisinin gizemini çözüp aynı formül üzerinden bir katil ordusu yaratmaya çalışan bir mega şirkete karşı harekete geçmektir. Gizli düşmanlarının üstesinden gelmeyi bilen genç bir kadının yardımıyla Ajan 47, şaşırtıcı köklerini keşfedecek ve epik bir savaşın içine atılacaktır", Aksiyon, Suç, Gerilim,
"Holmes ve cesur ortağı Watson, birbirinden tehlikeli maceralara gözlerini karartıp dalıyorlar. Dövüş tekniklerini, efsanevi zekası gibi silah olarak kullanan Holmes, bu serüvende ülkesini tahrip edebilecek ölümcül bir komployu aydınlatmak için yeni bir düşman ile savaşmak zorundadır", Aksiyon, Macera, Suç, Gizem
"Thomas bir anda uyanır ve yukarı doğru hareket halindeki bir asansörde olduğunu fark eder. Asansörün kapıları açılır ve karşısında kendi yaşlarında bir grup genci görür. Koloni gibi görünen bu grup onu bir kayranda karşılamıştır. Devasa büyüklükteki duvarlarla çevrelenen bu geniş alanda Thomas ne kendisini, ne ailesini ne de geçmişini hatırlayamaz. Dahası karşısındaki “Kayranlılar” da tıpkı kendisi gibi buraya nasıl ve neden getirildiklerini bilmemektedirler. Tek bildikleri şey ise her sabah labirente gidilen dev bir kapının açıldığıdır. Güneş batarken ise her akşam kapı kapanır. Üstelik her 30 günde bir asansörle gruba yeni bir genç gelmektedir. Thomas’ın ardındansa beklenmedik bir şekilde, bir hafta sonra asansör labirente Teresa adında bir genç kızı bırakır. Thomas şimdi hem kayran sakinlerinin hem de geçmişte bir yerlerden hatırladığı bu labirentin sırrını çözmeye çalışacaktır", Aksiyon, Gizem, Bilim-Kurgu, Gerilim
"Se7en, seri cinayetler işleyen bir katilin peşine düşen iki dedektifin hikayesini anlatıyor. Bir seri katil 7 ölümcül günahı işleyenleri kendi yöntemleriyle öldürmektedir. Yedi ölümcül günah, hıristiyanlık inançlarına göre kibir, açgözlülük, şehvet düşkünlüğü, kıskançlık, oburluk, yıkıcılık ve tembelliktir", Suç, Gizem, Gerilim,
"Teknoloji milyarderi Slater King, bağış toplama galasında kokteyl garsonu Frida ile tanıştığında, onu özel adasında rüya gibi bir tatile davet eder. Ancak destansı ortama, güzel insanlara, sürekli akan şampanyaya ve gece geç saatlere kadar süren dans partilerine rağmen, Frida adanın yemyeşil görüntüsünün altında uğursuz bir şeylerin saklandığını hissedebilir", Gizem, Korku, Gerilim,
"Ted Chiang'ın kısa öyküsünden sinemaya uyarlanan film, dünya dışı yapıların uzaydan yeryüzünde farklı noktalara iniş yapmasıyla, dilbilimci Dr. Louise Banks ve ekibinin uzaylıların geliş amacını çözmeye çalışmasına odaklanıyor. Uzaylılar bir tehlike midir, yoksa barışçıl amaçlarla mı gelmişlerdir", Dram, Bilim-Kurgu, Gizem,
"19. yy sonlarında Londra’da Robert Angier, sevgili eşi Julia McCullough ve Alfred Borden hem arkadaştırlar hem de bir sihirbazın asistanlarıdırlar. Bir gösteri esnasında Julia ölünce Robert, onun ölümünden Alfred’i suçlar ve birbirlerine düşman olurlar. Zaman içinde ikisi de hem ünlü olurlar hem de rakip sihirbazlara dönüşerek birbirlerinin sahne üstünde performansını sabote etmeye kalkışırlar. Alfred başarılı bir hile yapınca Robert, rakibinin sırrını çözmek konusunu takıntı halinde getirir ve trajik olaylar birbirini kovalar", Dram, Gizem, Bilim-Kurgu,
"Film, Graham ailesinin tüyler ürpertici hikayesine odaklanıyor. Ailenin en yaşlı üyesi esrarengiz anneanne Ellen’ın ölümü sonrası kızı Annie, soyağaçlarının uğursuz ve korkunç detaylarını keşfetmeye başlar. Aile üyeleri ardı ardına meşum olaylar yaşamaktadır ve kendilerine miras kalmış bu lanetten kurtulmaya çalıştıkça, kaçınılmaz sona biraz daha yaklaştıklarını fark ederler", Korku, Gizem, Gerilim,
"Bir güney kasabası, acımasız bir seri katilin yarattığı dehşetle sarsılır. Katil yakalanamazken, kasaba sakinlerinden yerel yetkililere kadar herkes şüpheli konumuna düşer. Artan cinayetler ve derinleşen sırlar, kasabanın huzurunu yok ederken, baş dedektif de kendi geçmişindeki karanlık anılarla yüzleşmek zorunda kalır. Bu mücadele, hem adalet arayışını hem de kişisel bir hesaplaşmayı beraberinde getirir", Suç, Gerilim, Gizem,
"86-87 yılları arasında basılan 12 sayıdan oluşan Watchmen yayınlandığı Soğuk Savaş Dönemi’nden fazlasıyla etkilenmiş bir çizgi roman. 85 yılında, Amerika ve Sovyetler Birliği’nin nükleer savaşın eşiğinde olduğu sıralarda New York’ta geçen hikayede, süper kahramanlar kostüm ve maskeleriyle günlük hayatın bir parçası olarak halkın arasında yaşamaktadırlar. Kendilerine atfedilen “süper-kahraman” tanımının aksine, ironik olarak süper güçleri olmayan bu kahramanlar, kanunlara bağlı olmadan kendi çabalarıyla adaleti sağlamaya çalışmaktadırlar. Eski arkadaşlarından birinin öldürülmesi üzerine, cinayeti araştırmaya başlayan Rorschach, aslında bu olayın süper kahramanlara yönelik çok daha büyük bir komplonun başlangıcı olduğunu düşünmeye başlar. Bunun üzerine, bu komployu engelleyebilmek için, dağılmış olan eski takımını bir araya getirmek için çalışacaktır", Gizem, Aksiyon, Bilim-Kurgu,
"Bir okulun bahçesindeki zaman kapsülünün içinden 1959 yılında yani bundan 50 yıl önce sadece rakamlarla yazılmış bir mektup bulunur. İlk başlarda mektuptaki rakamlar anlamsız gibi gelse de, zamanla mektuptaki sayıların dünya üstünde yaşanan felaketlerin, suikastlerin, büyük kazaların sırrını saklıyor olduğu ortaya çıkar. Ne yazık ki mektupta bahsedilen tüm felaketler gerçekleşmemiştir ve gerçekleşmemiş olanların her biri gerçekleşme yolundadır", Aksiyon, Gizem, Bilim-Kurgu, Gerilim
"Alzheimer tedavisi için son teknolojiyi kullanan Roy Freeman, bir üniversite profesörünün vahşice öldürülmesiyle ilgili on yıllık eski bir vakayı yeniden incelemeye başlar. Hafızasını geri kazanmakla mücadele eden Freeman, davayı yeniden canlandırmasına ve gerçeği ortaya çıkarmasına yardım etmesi için eski ortağını işe alır. Birlikte, karışık bir sır ağını çözmek için yola çıkarlar ve Freeman bazı korkunç keşifler yapmak zorunda kalır", Gizem, Gerilim, Suç, Dram
"Bir İtalyan balıkçı teknesi, ölmek üzere bir adamı bularak kurtarır. Genç adam iyileştiğinde, ciddi bir hafıza kaybı geçirdiği farkedilir. Kim olduğunu ve o hale nasıl düştüğünü hatırlamamaktadır.Kim olduğunu araştırırken, bazı özel yetenekleri olduğunu farkeder. Yakın dövüş ve yabancı dillere inanılmaz yatkınlığı vardır. Marie adlı güzel kadının da yardımıyla kendisini öldürmeye çalışan suikastçilerden kaçarak kimliğini bulmaya çalışır", Aksiyon, Dram, Gizem, Gerilim
"1930'lu yıllarda İstanbul ve Paris arasında sefer yapan ünlü Şark Ekspresi'nde bir cinayet işlenir. Amerikalı bir milyoner trende ölü bulunur.Trende çok sayıdaki yolcu arasında ünlü Belçikalı dedektif Hercule Poirot da vardır.Trenin kara saplanıp durması, Poirot'a yerel yetkililer duruma el koymadan önce cinayeti çözmesi için birkaç saat zaman verecektir", Gizem, Dram, Suç,
"Ben Gates’in John Wilkes hakkında yeni bir bilgi sunumu esnasında Booths’un günlüğünden on sekiz sayfa eksiktir. Çok geçmeden Mitch Wilkinson adında biri kalkar ve söz konusu günlükten eksik olan bir sayfayı okumaya başlar. O sayfada Ben’in büyük babası Thomas Gates’ten söz edilmektedir ve kendisi Abraham Lincoln olayında suikastçiler destekçilerindendir. Ben Gates, Abraham Lincoln olayının ardındakileri çözmek istemektedir", Aksiyon, Macera, Gizem, Gerilim
"Şimdi bulmacanın parçalarını birleştirme zamanı! Rian Johnson imzalı 2018 yapımı Bıçaklar Çekildi'nin devam filminde Dedektif Benoit Blanc, renkli şüphelilerden oluşan yeni bir kadronun dâhil olduğu bir gizemi adım adım aydınlığa kavuşturmak için Yunanistan'a gidiyor", Komedi, Suç, Gizem,
"Zodiac, San Fransisco körfez bölgesini dehşete boğmuş ve onlarca yıl boyunca şifreleri ve mektuplarıyla dört ayrı yargı bölgesinin yetkilileriyle alay etmiş bir seri katilin gerçek hikâyesine dayanan bir gerilim filmi. Bir avcıyı avlamak dört adam için bir saplantı hâlini alır; bu öyle bir saplantıdır ki onları eski hâllerinin birer hayaletine dönüştürür, yaşamları katilin bıraktığı sonu gelmeyen ipuçlarıyla bir kurulup bir yıkılır", Suç, Dram, Gizem, Gerilim
"Korkunç bir tren kazasından yara dahi almadan kurtulan adam, bir anda insanların ilgi odağı olmuştur. Bu doğaüstü durumun açıklanması, David Dunn (Bruce Willis) adlı kazazedenin kendisi hakkındaki bazı gerçekleri keşfetmesine giden yolu açar. Bunlar olurken David’le tanışmak isteyen bir çizgi roman uzmanının alışılmadık durumla ilgili teorisi, iki adamı birbirine bağlayan garip bir denkleme dayanmaktadır. Altıncı His'le adını duyuran yazar/yönetmen M. Night Shyamalan’dan, Hitchcock tatları da barındıran bir gerilim/bilimkurgu", Gerilim, Dram, Gizem, Bilim-Kurgu
"Casey Newton, bilime ve teknolojiye büyük ilgi duyan genç bir kızdır. Bir gün, gizemli bir obje bulur; bu obje ona Yarının Dünyası adında, gelecekteki muazzam bir şehri gösteren bir semboldür. Yarının Dünyası, yenilikçi fikirlerin ve hayallerin gerçeğe dönüştüğü bir yerdir, ancak oraya ulaşmak için bazı zorluklarla yüzleşmesi gerekecektir. Casey, bu yolculukta eski bir bilim insanı olan Frank Walker'a katılır. Frank, geçmişte Yarının Dünyası'na dair hayal kırıklıkları yaşamış bir karakterdir. İkili, birlikte Yarının Dünyası'na giden yolu bulmaya çalışırken, dünyayı tehdit eden karanlık güçlerle de yüzleşmek zorunda kalırlar", Macera, Aile, Gizem, Bilim-Kurgu
"Colter Stevens uyandığında kendini bir banliyö treninde, başkasının bedeninde bulur ve 8 dakika sonra tren infilak eder. Gözlerini açtığında yeniden kendi bedenindedir. Bunu sağlayan, hükümetin geliştirdiği 'yaşam şifresi' adlı bir programdır. Bu program bir başka kişinin kimliğine geçip onun hayatının son sekiz dakikasını yaşayabilmeyi sağlamaktadır. Stevens'ın görevi bombacıyı bulmak ve onun yapacağı ikinci eylemi engellemektir. Bunun için son 8 dakikayı defalarca yaşar ve her seferinde elde ettiği ipucları ile olayı çözmeye çalışır", Gerilim, Bilim-Kurgu, Gizem,
"1930'lu yıllarda İstanbul ve Paris arasında sefer yapan ünlü Şark Ekspresi' nde bir cinayet işlenir.Amerikalı bir milyoner trende ölü bulunur.Trende çok sayıda yolcu arasında ünlü Belçikalı dedektif Hercule Poirot' da bulunur.Trenin kara saplanıp durması, Poirot' ya yerel yetkililer duruma el koymadan önce cinayeti çözmesi için birkaç saat zaman verecektir.Türkiye' de bazı televizyon kanallarında Doğu Ekspresi'nde Cinayet adı ile de gösterilmiştir", Dram, Gerilim, Gizem,
"Mystery Inc.?in kapatılmasının üzerinden iki yıl geçmiştir. Scooby Doo, dedektif arkadaşları Fred (Freddie Prinze Jr.), Daphne (Sarah Michelle Gellar), Shaggy(Matthew Lillard) ve Velma (Linda Cardellini) ile birlikte Spooky Adası?na gönderilirler. Görevleri Spring Break bölgesindeki sıradışı olayları incelemektir.Spooky Adası'nın sahibi Emile Mondavarious (Rowan Atkinson) da buranın gerçekten perili olduğundan korktuğu için dedektifleri biraraya getirmek ve onlara yardımcı olmak istemektedir.Scooby ve arkadaşları kendi kişisel farklılıklarını bir yana bırakıp birlikte hareket etmek ve olayı çözmek zorundadırlar. Çünkü ancak bu sayede kendilerini ve tabi dünyayı kötülükten kurtaracaklardır", Gizem, Macera, Komedi,
"Dedektif Lincoln Rhyme, New York'da çalışan ve özel davaların görüldüğü mahkemelerde bilirkişi olarak görev alan ülkenin en deneyimli kriminologlarındandır. Rhyme uğradığı bir saldırı sonucunda ağır yaralanır ve boyundan aşağısı felç olur. Yirmili yaşlarında henüz başında olan zeki kadın polis Amelia Donaghy genç yaşına rağmen yaşamın tüm yorgunluğunu omuzlarında hissetmektedir. Masa başına geçmeye hazırlanan Amelia karmaşık cinayetlerle örülü bir göreve çağrılır. Yeni işinin ilk gününde Rhyme ile tanışan Amelia bu olayda onunla birlikte çalışmaya ikna olur", Dram, Gizem, Gerilim, Suç
"Ölümcül bir virüs tüm dünyayı tehdit etmektedir. 1996'da 5 milyar kişinin ölümüne neden olan bu virüs, 2035'te dünya nüfusunun yalnızca %1'ini hayatta bırakmıştır. Bu virüsün etkilerinden korunabilmek için insanlar yer altında koloniler kurarak yaşamaya başlar.Bu virüsün üstesinden gelebilmek için mahkumlardan James Cole, zaman makinesiyle geçmişe gönderilir. Yanlışlıkla 1990 yılına gönderilen Cole, bilimadamları için virüs hakkında araştırma yapar.Daha sonra zaman yolculuğunu sürdüren Cole, 1996'da akıl hastanesine alınır. Burada Dr. Kathryn Railly ile tanışan Cole, onu içinde bulundukları duruma inandırmaya başlar", Bilim-Kurgu, Gerilim, Gizem,
"Kendi dedektiflik ajanslarını kuran Nick ve Audrey Spitz, milyarder arkadaşları kendi düğününden kaçırılınca, kariyerlerini değiştirecek bir davaya girerler", Gizem, Komedi, Suç,
"Gizemli bir adam olan Bay Roarke, tatil köyüne gelen şanslı misafirlerinin en gizli hayallerini gerçeğe dönüştürmeyi vaat eder. Gönüllerince eğlenecekleri zanneden bir grup insanı bekleyen ise düşlediklerinden oldukça farklıdır. Karanlık temalar ve doğaüstü olaylarla karşı karşıya kalan insanlar, hayatta kalabilmek için zorlu bir mücadele vermek zorunda kalırlar", Macera, Bilim-Kurgu, Korku, Gizem
"Artık emekli olan ve kendi kendisini bir sürgüne mahkum eden Poirot, Venedik’te isteksizce perili bir palazda bir seansa katılır. Misafirlerden biri öldüğünde Poirot, katilin kim olduğunu ortaya çıkarmak için harekete geçer", Gizem, Gerilim, Suç,
"Şaşırtıcı bir soruşturmayı yürüten ciddi bir polis, korkunç bir rekabet içindeki iki kız kardeşin ve ikisinin de sevdiği dengesiz bir adamın peşinde karanlık bir yola sürüklenir", Gerilim, Gizem, Dram, Suç
"Nancy Springer’ın “The Enola Holmes Mysteries” adlı kitap serisinden uyarlanan film, ünlü dedektif Sherlock Holmes’un ergen kız kardeşi Enola’nın maceralarını konu ediniyor. 16. doğumgününün sabahında annesinin ortadan kaybolduğunu gören Enola, ağabeyleri Sherlock ve Mycroft’tan yardım ister. Ancak kardeşler onu ciddiye almaz ve yatılı okula göndermeyi planlar. Enola meseleyi kendi eline alır ve annesine ne olduğunu öğrenmek için Londra’ya gider", Macera, Gizem, Suç,
"Juan Rulfo'nun çığır açan romanından uyarlanan bu filmde bir adam, şiddetin ve hüsrana uğramış bir aşkın gölgesindeki bir şehirde babası Pedro Páramo'yu arar", Dram, Gizem, Gerilim, Bilim-Kurgu
"Dedektif olarak ilk resmî vakasını üstlenen Enola, bir kızın kayboluşunun ardındaki gizemi çözmek için arkadaşlarının ve ağabeyi Sherlock'un yardımına başvurmak zorunda kalır", Macera, Gizem, Suç,
